"Frequency","R2"
0.01,0.931346476929532
0.02,0.6989956955207
0.03,0.133520776760221
0.04,0.0399751951138357
0.05,0.00515925885235583
0.06,0.0529847222445685
0.07,0.0246575525629622
0.08,0.0296284755033986
0.09,0.00872108751459349
0.1,0.0120144536464729
0.11,0.00695550895923638
0.12,0.0112517026476834
0.13,0.00936839702913359
0.14,0.00572507812934724
0.15,0.00764496740248345
0.16,0.00269525506397096
0.17,0.00456456668946528
0.18,0.00838955599347132
0.19,0.0045198868300584
0.2,0.00295172362630746
0.21,0.000258929924875545
0.22,0.00191805589552303
0.23,0.00581288820697672
0.24,0.00135056917024113
0.25,0.0136383241376633
0.26,0.00121941922936808
0.27,0.0122263404100359
0.28,0.000149898062138343
0.29,0.00184341451824751
0.3,0.00235957522257208
0.31,0.000387544815050185
0.32,0.00484956600608497
0.33,0.000196104662197917
0.34,0.000325425456203992
0.35,0.0100144772161756
0.36,0.00338351574932359
0.37,0.0153911703360389
0.38,0.00181089179839482
0.39,0.0100538320092815
0.4,0.000445490866250779
0.41,0.0074578144620318
0.42,0.00364886687755147
0.43,0.00166119390846588
0.44,0.00128069820371958
0.45,0.0256949808862441
0.46,0.017296081692817
0.47,0.00770190469862256
0.48,0.0161948147504397
0.49,0.00169042406702445
0.5,0.0153088134299588
0.51,0.00169042406702481
0.52,0.0161948147504395
0.53,0.00770190469862228
0.54,0.0172960816928167
0.55,0.0256949808862445
0.56,0.00128069820371971
0.57,0.00166119390846615
0.58,0.00364886687755148
0.59,0.0074578144620321
0.6,0.000445490866250714
0.61,0.0100538320092811
0.62,0.00181089179839484
0.63,0.0153911703360388
0.64,0.00338351574932378
0.65,0.0100144772161752
0.66,0.00032542545620396
0.67,0.000196104662197946
0.68,0.00484956600608515
0.69,0.000387544815050186
0.7,0.00235957522257206
0.71,0.00184341451824753
0.72,0.000149898062138368
0.73,0.0122263404100364
0.74,0.00121941922936816
0.75,0.0136383241376631
0.76,0.00135056917024129
0.77,0.00581288820697641
0.78,0.00191805589552316
0.79,0.000258929924875475
0.8,0.00295172362630734
0.81,0.00451988683005887
0.82,0.00838955599347163
0.83,0.00456456668946543
0.84,0.00269525506397076
0.85,0.00764496740248341
0.86,0.0057250781293469
0.87,0.00936839702913295
0.88,0.0112517026476832
0.89,0.00695550895923652
0.9,0.012014453646472
0.91,0.00872108751459365
0.92,0.0296284755033983
0.93,0.0246575525629624
0.94,0.0529847222445686
0.95,0.00515925885235564
0.96,0.0399751951138358
0.97,0.133520776760223
0.98,0.698995695520697
0.99,0.931346476929533
1,0.04471658229319
1.01,0.931346476929534
1.02,0.698995695520701
1.03,0.133520776760223
1.04,0.0399751951138357
1.05,0.00515925885235632
1.06,0.0529847222445686
1.07,0.0246575525629623
1.08,0.0296284755034004
1.09,0.00872108751459366
1.1,0.0120144536464731
1.11,0.00695550895923658
1.12,0.011251702647683
1.13,0.00936839702913352
1.14,0.0057250781293471
1.15,0.00764496740248364
1.16,0.00269525506397102
1.17,0.0045645666894655
1.18,0.00838955599347111
1.19,0.0045198868300592
1.2,0.00295172362630735
1.21,0.000258929924875515
1.22,0.00191805589552299
1.23,0.00581288820697659
1.24,0.00135056917024125
1.25,0.013638324137664
1.26,0.001219419229368
1.27,0.0122263404100361
1.28,0.000149898062138428
1.29,0.00184341451824747
1.3,0.00235957522257183
1.31,0.000387544815050264
1.32,0.00484956600608488
1.33,0.000196104662197901
1.34,0.000325425456203996
1.35,0.0100144772161755
1.36,0.00338351574932293
1.37,0.0153911703360375
1.38,0.00181089179839493
1.39,0.0100538320092816
1.4,0.000445490866250873
1.41,0.0074578144620327
1.42,0.00364886687755155
1.43,0.00166119390846601
1.44,0.00128069820371962
1.45,0.025694980886244
1.46,0.0172960816928162
1.47,0.0077019046986212
1.48,0.0161948147504394
1.49,0.0016904240670251
1.5,0.00783478929939188
1.51,0.00169042406702484
1.52,0.0161948147504387
1.53,0.00770190469862273
1.54,0.0172960816928168
1.55,0.0256949808862429
1.56,0.00128069820371939
1.57,0.00166119390846568
1.58,0.00364886687755184
1.59,0.00745781446203299
1.6,0.000445490866250775
1.61,0.0100538320092814
1.62,0.00181089179839472
1.63,0.0153911703360385
1.64,0.00338351574932444
1.65,0.0100144772161745
1.66,0.000325425456203759
1.67,0.000196104662197903
1.68,0.00484956600608525
1.69,0.000387544815050415
1.7,0.00235957522257162
1.71,0.00184341451824748
1.72,0.000149898062138275
1.73,0.0122263404100358
1.74,0.00121941922936805
1.75,0.0136383241376637
1.76,0.00135056917024147
1.77,0.00581288820697646
1.78,0.00191805589552291
1.79,0.00025892992487565
1.8,0.00295172362630813
1.81,0.00451988683005738
1.82,0.00838955599347137
1.83,0.00456456668946526
1.84,0.002695255063971
1.85,0.00764496740248302
1.86,0.00572507812934739
1.87,0.00936839702913276
1.88,0.0112517026476839
1.89,0.00695550895923637
1.9,0.0120144536464738
1.91,0.0087210875145939
1.92,0.0296284755033979
1.93,0.0246575525629605
1.94,0.052984722244569
1.95,0.00515925885235529
1.96,0.0399751951138362
1.97,0.133520776760214
1.98,0.698995695520697
1.99,0.931346476929532
2,0.04471658229319
2.01,0.931346476929537
2.02,0.698995695520707
2.03,0.133520776760219
2.04,0.0399751951138356
2.05,0.00515925885235796
2.06,0.0529847222445632
2.07,0.0246575525629634
2.08,0.0296284755033975
2.09,0.00872108751459382
2.1,0.0120144536464728
2.11,0.00695550895923678
2.12,0.011251702647684
2.13,0.00936839702913513
2.14,0.00572507812934759
2.15,0.00764496740248344
2.16,0.00269525506397024
2.17,0.00456456668946694
2.18,0.00838955599347101
2.19,0.00451988683005972
2.2,0.00295172362630728
2.21,0.000258929924875437
2.22,0.00191805589552361
2.23,0.00581288820697703
2.24,0.00135056917024102
2.25,0.0136383241376641
2.26,0.00121941922936829
2.27,0.0122263404100362
2.28,0.000149898062138406
2.29,0.00184341451824753
2.3,0.00235957522257183
2.31,0.000387544815050321
2.32,0.00484956600608472
2.33,0.000196104662198255
2.34,0.000325425456204026
2.35,0.0100144772161749
2.36,0.00338351574932335
2.37,0.0153911703360373
2.38,0.00181089179839554
2.39,0.0100538320092811
2.4,0.000445490866251038
2.41,0.00745781446203221
2.42,0.00364886687755143
2.43,0.00166119390846601
2.44,0.00128069820371959
2.45,0.0256949808862434
2.46,0.0172960816928171
2.47,0.00770190469862219
2.48,0.0161948147504386
2.49,0.00169042406702491
2.5,0.0931677980384335
2.51,0.00169042406702502
2.52,0.0161948147504394
2.53,0.00770190469862376
2.54,0.0172960816928157
2.55,0.0256949808862435
2.56,0.00128069820371965
2.57,0.00166119390846591
2.58,0.00364886687755189
2.59,0.00745781446203178
2.6,0.000445490866250817
2.61,0.010053832009282
2.62,0.00181089179839472
2.63,0.0153911703360354
2.64,0.00338351574932396
2.65,0.0100144772161755
2.66,0.000325425456204024
2.67,0.000196104662198027
2.68,0.00484956600608433
2.69,0.000387544815050437
2.7,0.00235957522257199
2.71,0.0018434145182473
2.72,0.000149898062138608
2.73,0.0122263404100348
2.74,0.00121941922936796
2.75,0.0136383241376639
2.76,0.00135056917024146
2.77,0.0058128882069773
2.78,0.00191805589552301
2.79,0.000258929924875516
2.8,0.0029517236263082
2.81,0.00451988683005804
2.82,0.00838955599347153
2.83,0.00456456668946572
2.84,0.0026952550639713
2.85,0.0076449674024823
2.86,0.00572507812934782
2.87,0.00936839702913412
2.88,0.0112517026476802
2.89,0.00695550895923943
2.9,0.0120144536464723
2.91,0.00872108751459294
2.92,0.0296284755034006
2.93,0.0246575525629604
2.94,0.0529847222445695
2.95,0.00515925885235357
2.96,0.0399751951138348
2.97,0.133520776760194
2.98,0.69899569552071
2.99,0.931346476929531
3,0.182586971378268
3.01,0.931346476929533
3.02,0.698995695520711
3.03,0.133520776760236
3.04,0.0399751951138324
3.05,0.00515925885235786
3.06,0.0529847222445616
3.07,0.0246575525629679
3.08,0.029628475503397
3.09,0.00872108751459313
3.1,0.0120144536464735
3.11,0.00695550895923594
3.12,0.0112517026476849
3.13,0.00936839702913289
3.14,0.00572507812934872
3.15,0.00764496740248507
3.16,0.00269525506397237
3.17,0.0045645666894651
3.18,0.00838955599347094
3.19,0.0045198868300568
3.2,0.0029517236263078
3.21,0.000258929924875556
3.22,0.00191805589552216
3.23,0.00581288820697611
3.24,0.00135056917024059
3.25,0.013638324137664
3.26,0.0012194192293681
3.27,0.0122263404100385
3.28,0.000149898062138795
3.29,0.00184341451824753
3.3,0.00235957522257177
3.31,0.000387544815050223
3.32,0.00484956600608586
3.33,0.000196104662197957
3.34,0.00032542545620421
3.35,0.0100144772161723
3.36,0.00338351574932398
3.37,0.0153911703360389
3.38,0.00181089179839475
3.39,0.0100538320092822
3.4,0.000445490866250533
3.41,0.00745781446203215
3.42,0.00364886687755225
3.43,0.00166119390846767
3.44,0.00128069820371978
3.45,0.0256949808862439
3.46,0.0172960816928134
3.47,0.00770190469862085
3.48,0.0161948147504422
3.49,0.00169042406702405
3.5,0.0582958635530114
3.51,0.00169042406702505
3.52,0.016194814750439
3.53,0.00770190469862356
3.54,0.0172960816928122
3.55,0.0256949808862451
3.56,0.00128069820371943
3.57,0.00166119390846619
3.58,0.00364886687755123
3.59,0.00745781446203176
3.6,0.000445490866250517
3.61,0.0100538320092829
3.62,0.00181089179839473
3.63,0.0153911703360372
3.64,0.0033835157493253
3.65,0.0100144772161759
3.66,0.000325425456203981
3.67,0.000196104662198023
3.68,0.00484956600608532
3.69,0.000387544815049991
3.7,0.00235957522257152
3.71,0.00184341451824722
3.72,0.000149898062137885
3.73,0.0122263404100352
3.74,0.00121941922936774
3.75,0.0136383241376629
3.76,0.0013505691702409
3.77,0.00581288820697673
3.78,0.00191805589552208
3.79,0.000258929924875799
3.8,0.00295172362630756
3.81,0.00451988683005883
3.82,0.00838955599347153
3.83,0.00456456668946507
3.84,0.00269525506397036
3.85,0.00764496740248324
3.86,0.00572507812934601
3.87,0.00936839702913275
3.88,0.0112517026476832
3.89,0.00695550895923806
3.9,0.0120144536464721
3.91,0.0087210875145925
3.92,0.0296284755033989
3.93,0.0246575525629532
3.94,0.0529847222445708
3.95,0.00515925885235528
3.96,0.0399751951138333
3.97,0.133520776760207
3.98,0.698995695520702
3.99,0.931346476929523
4,0.04471658229319
4.01,0.931346476929523
4.02,0.698995695520732
4.03,0.133520776760214
4.04,0.0399751951138354
4.05,0.00515925885235866
4.06,0.0529847222445821
4.07,0.0246575525629602
4.08,0.0296284755034031
4.09,0.00872108751459428
4.1,0.0120144536464745
4.11,0.00695550895923409
4.12,0.0112517026476836
4.13,0.00936839702913432
4.14,0.0057250781293478
4.15,0.00764496740248453
4.16,0.00269525506397313
4.17,0.00456456668946603
4.18,0.00838955599347053
4.19,0.00451988683005922
4.2,0.00295172362630684
4.21,0.000258929924875876
4.22,0.00191805589552211
4.23,0.00581288820697767
4.24,0.00135056917024029
4.25,0.0136383241376643
4.26,0.00121941922936775
4.27,0.0122263404100384
4.28,0.000149898062138406
4.29,0.00184341451824818
4.3,0.00235957522257217
4.31,0.000387544815051366
4.32,0.00484956600608443
4.33,0.000196104662198167
4.34,0.000325425456203842
4.35,0.0100144772161734
4.36,0.00338351574932132
4.37,0.0153911703360389
4.38,0.00181089179839378
4.39,0.0100538320092809
4.4,0.000445490866251848
4.41,0.00745781446203033
4.42,0.00364886687755155
4.43,0.00166119390846562
4.44,0.00128069820371973
4.45,0.0256949808862452
4.46,0.0172960816928196
4.47,0.00770190469862353
4.48,0.0161948147504418
4.49,0.00169042406702493
4.5,0.0237696398755872
4.51,0.00169042406702326
4.52,0.016194814750436
4.53,0.00770190469862513
4.54,0.0172960816928136
4.55,0.0256949808862452
4.56,0.00128069820371934
4.57,0.00166119390846615
4.58,0.00364886687755132
4.59,0.00745781446203334
4.6,0.000445490866250596
4.61,0.0100538320092827
4.62,0.00181089179839378
4.63,0.0153911703360402
4.64,0.00338351574932221
4.65,0.0100144772161767
4.66,0.000325425456203799
4.67,0.000196104662197071
4.68,0.00484956600608439
4.69,0.000387544815049947
4.7,0.0023595752225719
4.71,0.00184341451824759
4.72,0.000149898062137909
4.73,0.0122263404100341
4.74,0.00121941922936842
4.75,0.0136383241376632
4.76,0.00135056917024185
4.77,0.00581288820697599
4.78,0.00191805589552333
4.79,0.000258929924875451
4.8,0.00295172362630778
4.81,0.00451988683005862
4.82,0.00838955599346984
4.83,0.0045645666894665
4.84,0.00269525506397197
4.85,0.00764496740248232
4.86,0.00572507812934659
4.87,0.00936839702913384
4.88,0.0112517026476823
4.89,0.00695550895923828
4.9,0.0120144536464714
4.91,0.00872108751459423
4.92,0.0296284755034017
4.93,0.0246575525629611
4.94,0.0529847222445694
4.95,0.00515925885235552
4.96,0.039975195113841
4.97,0.133520776760197
4.98,0.698995695520674
4.99,0.931346476929531
5,0.109148213068967
5.01,0.931346476929526
5.02,0.698995695520737
5.03,0.133520776760206
5.04,0.0399751951138326
5.05,0.00515925885235926
5.06,0.0529847222445628
5.07,0.0246575525629615
5.08,0.0296284755033981
5.09,0.00872108751459257
5.1,0.0120144536464713
5.11,0.00695550895923419
5.12,0.0112517026476851
5.13,0.00936839702913363
5.14,0.0057250781293478
5.15,0.00764496740248423
5.16,0.00269525506397031
5.17,0.00456456668946549
5.18,0.00838955599347159
5.19,0.00451988683005793
5.2,0.0029517236263069
5.21,0.00025892992487566
5.22,0.00191805589552406
5.23,0.00581288820697905
5.24,0.00135056917024088
5.25,0.0136383241376638
5.26,0.00121941922936764
5.27,0.0122263404100336
5.28,0.000149898062138301
5.29,0.00184341451824716
5.3,0.0023595752225712
5.31,0.000387544815050008
5.32,0.00484956600608497
5.33,0.000196104662198127
5.34,0.000325425456204306
5.35,0.0100144772161748
5.36,0.00338351574932506
5.37,0.0153911703360374
5.38,0.00181089179839495
5.39,0.0100538320092793
5.4,0.000445490866250749
5.41,0.00745781446203179
5.42,0.00364886687755153
5.43,0.00166119390846645
5.44,0.00128069820371951
5.45,0.0256949808862456
5.46,0.0172960816928229
5.47,0.00770190469862127
5.48,0.0161948147504406
5.49,0.00169042406702572
5.5,0.00597651536583675
5.51,0.00169042406702553
5.52,0.0161948147504367
5.53,0.00770190469862139
5.54,0.0172960816928108
5.55,0.0256949808862433
5.56,0.00128069820371999
5.57,0.00166119390846573
5.58,0.00364886687755182
5.59,0.0074578144620323
5.6,0.000445490866250396
5.61,0.0100538320092816
5.62,0.00181089179839419
5.63,0.0153911703360381
5.64,0.00338351574932346
5.65,0.0100144772161757
5.66,0.000325425456203737
5.67,0.000196104662197828
5.68,0.00484956600608512
5.69,0.00038754481504955
5.7,0.00235957522257142
5.71,0.00184341451824586
5.72,0.000149898062138753
5.73,0.0122263404100334
5.74,0.00121941922936814
5.75,0.0136383241376563
5.76,0.00135056917024127
5.77,0.00581288820698066
5.78,0.00191805589552442
5.79,0.000258929924875815
5.8,0.00295172362630805
5.81,0.00451988683005606
5.82,0.00838955599346969
5.83,0.00456456668946573
5.84,0.00269525506397192
5.85,0.0076449674024826
5.86,0.00572507812934786
5.87,0.00936839702913146
5.88,0.0112517026476804
5.89,0.00695550895923361
5.9,0.0120144536464699
5.91,0.00872108751459495
5.92,0.0296284755033993
5.93,0.0246575525629587
5.94,0.0529847222445735
5.95,0.00515925885235584
5.96,0.0399751951138439
5.97,0.133520776760198
5.98,0.698995695520642
5.99,0.931346476929526
6,0.182586971378268
6.01,0.93134647692954
6.02,0.6989956955207
6.03,0.13352077676021
6.04,0.0399751951138362
6.05,0.00515925885235404
6.06,0.0529847222445677
6.07,0.0246575525629653
6.08,0.0296284755033949
6.09,0.00872108751459257
6.1,0.0120144536464736
6.11,0.00695550895923648
6.12,0.0112517026476851
6.13,0.00936839702913826
6.14,0.00572507812934718
6.15,0.00764496740248063
6.16,0.0026952550639713
6.17,0.00456456668946432
6.18,0.00838955599347423
6.19,0.00451988683005851
6.2,0.00295172362630887
6.21,0.000258929924875167
6.22,0.00191805589552317
6.23,0.00581288820697928
6.24,0.00135056917024036
6.25,0.0136383241376671
6.26,0.00121941922936719
6.27,0.0122263404100357
6.28,0.000149898062138172
6.29,0.00184341451824738
6.3,0.00235957522257257
6.31,0.000387544815050089
6.32,0.00484956600608549
6.33,0.000196104662197818
6.34,0.000325425456203317
6.35,0.0100144772161739
6.36,0.00338351574932365
6.37,0.015391170336036
6.38,0.00181089179839551
6.39,0.0100538320092837
6.4,0.000445490866250796
6.41,0.00745781446202712
6.42,0.00364886687755229
6.43,0.00166119390846852
6.44,0.00128069820371897
6.45,0.0256949808862462
6.46,0.017296081692818
6.47,0.00770190469862303
6.48,0.0161948147504446
6.49,0.00169042406702464
6.5,0.00616504023727105
6.51,0.00169042406702514
6.52,0.0161948147504352
6.53,0.00770190469862765
6.54,0.0172960816928125
6.55,0.0256949808862413
6.56,0.00128069820372011
6.57,0.00166119390846568
6.58,0.00364886687755143
6.59,0.00745781446203398
6.6,0.000445490866250939
6.61,0.0100538320092774
6.62,0.00181089179839403
6.63,0.0153911703360409
6.64,0.00338351574932399
6.65,0.0100144772161751
6.66,0.000325425456203584
6.67,0.000196104662197724
6.68,0.00484956600608308
6.69,0.000387544815050568
6.7,0.002359575222574
6.71,0.00184341451824736
6.72,0.000149898062137503
6.73,0.0122263404100377
6.74,0.00121941922936844
6.75,0.0136383241376634
6.76,0.00135056917024333
6.77,0.00581288820697917
6.78,0.00191805589552163
6.79,0.00025892992487603
6.8,0.00295172362630871
6.81,0.00451988683005633
6.82,0.00838955599347295
6.83,0.00456456668946563
6.84,0.00269525506397196
6.85,0.00764496740248353
6.86,0.00572507812934698
6.87,0.00936839702913882
6.88,0.0112517026476841
6.89,0.0069555089592356
6.9,0.012014453646476
6.91,0.00872108751459613
6.92,0.0296284755034019
6.93,0.0246575525629589
6.94,0.0529847222445897
6.95,0.00515925885235207
6.96,0.0399751951138352
6.97,0.133520776760217
6.98,0.698995695520647
6.99,0.931346476929512
7,0.0414816147152428
7.01,0.931346476929538
7.02,0.698995695520731
7.03,0.133520776760209
7.04,0.0399751951138172
7.05,0.0051592588523579
7.06,0.0529847222445609
7.07,0.0246575525629578
7.08,0.029628475503405
7.09,0.00872108751459092
7.1,0.0120144536464702
7.11,0.0069555089592348
7.12,0.0112517026476801
7.13,0.00936839702913456
7.14,0.00572507812934701
7.15,0.00764496740248489
7.16,0.00269525506397023
7.17,0.00456456668946586
7.18,0.00838955599347034
7.19,0.0045198868300611
7.2,0.0029517236263046
7.21,0.000258929924875946
7.22,0.00191805589552243
7.23,0.00581288820697515
7.24,0.00135056917024232
7.25,0.0136383241376647
7.26,0.0012194192293704
7.27,0.0122263404100393
7.28,0.000149898062138267
7.29,0.00184341451824703
7.3,0.00235957522257166
7.31,0.000387544815051852
7.32,0.00484956600608507
7.33,0.000196104662197683
7.34,0.000325425456204023
7.35,0.0100144772161739
7.36,0.0033835157493242
7.37,0.0153911703360349
7.38,0.00181089179839387
7.39,0.0100538320092821
7.4,0.00044549086625127
7.41,0.00745781446202951
7.42,0.00364886687755066
7.43,0.00166119390846509
7.44,0.00128069820372089
7.45,0.0256949808862388
7.46,0.017296081692816
7.47,0.0077019046986201
7.48,0.0161948147504561
7.49,0.0016904240670251
7.5,0.008831298994154
7.51,0.00169042406702325
7.52,0.016194814750439
7.53,0.00770190469862411
7.54,0.0172960816928164
7.55,0.0256949808862489
7.56,0.00128069820371838
7.57,0.00166119390846563
7.58,0.00364886687755196
7.59,0.00745781446203456
7.6,0.00044549086625114
7.61,0.0100538320092786
7.62,0.00181089179839461
7.63,0.0153911703360416
7.64,0.00338351574932744
7.65,0.0100144772161695
7.66,0.000325425456204117
7.67,0.000196104662197191
7.68,0.00484956600608472
7.69,0.00038754481505048
7.7,0.00235957522257164
7.71,0.00184341451824777
7.72,0.000149898062137522
7.73,0.012226340410037
7.74,0.0012194192293687
7.75,0.0136383241376665
7.76,0.00135056917024266
7.77,0.00581288820697801
7.78,0.00191805589552325
7.79,0.000258929924875295
7.8,0.00295172362630716
7.81,0.00451988683005651
7.82,0.0083895559934706
7.83,0.00456456668946992
7.84,0.00269525506397151
7.85,0.00764496740248147
7.86,0.00572507812934713
7.87,0.00936839702913369
7.88,0.0112517026476824
7.89,0.00695550895923515
7.9,0.0120144536464731
7.91,0.00872108751459578
7.92,0.0296284755033855
7.93,0.0246575525629613
7.94,0.0529847222445729
7.95,0.00515925885235374
7.96,0.0399751951138355
7.97,0.133520776760187
7.98,0.698995695520653
7.99,0.931346476929532
8,0.04471658229319
8.01,0.931346476929546
8.02,0.698995695520717
8.03,0.13352077676027
8.04,0.0399751951138268
8.05,0.00515925885235272
8.06,0.0529847222445711
8.07,0.0246575525629627
8.08,0.0296284755033971
8.09,0.00872108751459237
8.1,0.0120144536464761
8.11,0.00695550895923406
8.12,0.0112517026476834
8.13,0.00936839702913428
8.14,0.00572507812934851
8.15,0.00764496740248144
8.16,0.0026952550639726
8.17,0.00456456668946669
8.18,0.00838955599347253
8.19,0.00451988683006092
8.2,0.00295172362630715
8.21,0.000258929924876909
8.22,0.00191805589552545
8.23,0.00581288820697982
8.24,0.00135056917024132
8.25,0.013638324137664
8.26,0.00121941922936897
8.27,0.0122263404100343
8.28,0.000149898062138655
8.29,0.00184341451824704
8.3,0.00235957522257218
8.31,0.000387544815051417
8.32,0.00484956600608332
8.33,0.000196104662198173
8.34,0.000325425456203915
8.35,0.0100144772161737
8.36,0.00338351574932343
8.37,0.0153911703360342
8.38,0.00181089179839389
8.39,0.0100538320092804
8.4,0.000445490866249469
8.41,0.00745781446203349
8.42,0.00364886687755471
8.43,0.00166119390846558
8.44,0.00128069820371954
8.45,0.025694980886244
8.46,0.017296081692824
8.47,0.00770190469862854
8.48,0.0161948147504385
8.49,0.00169042406702377
8.5,0.0123016055340604
8.51,0.00169042406702576
8.52,0.0161948147504367
8.53,0.00770190469862439
8.54,0.0172960816928086
8.55,0.0256949808862482
8.56,0.00128069820371922
8.57,0.00166119390846609
8.58,0.00364886687755083
8.59,0.00745781446203179
8.6,0.000445490866252406
8.61,0.0100538320092816
8.62,0.00181089179839187
8.63,0.0153911703360327
8.64,0.00338351574932368
8.65,0.0100144772161769
8.66,0.000325425456204256
8.67,0.000196104662197597
8.68,0.00484956600608212
8.69,0.000387544815049903
8.7,0.00235957522257276
8.71,0.0018434145182493
8.72,0.000149898062138423
8.73,0.0122263404100397
8.74,0.00121941922936827
8.75,0.0136383241376556
8.76,0.00135056917024218
8.77,0.00581288820697594
8.78,0.00191805589552055
8.79,0.000258929924875083
8.8,0.00295172362630916
8.81,0.00451988683005513
8.82,0.00838955599347056
8.83,0.00456456668946656
8.84,0.00269525506397008
8.85,0.00764496740248399
8.86,0.00572507812934756
8.87,0.00936839702913102
8.88,0.0112517026476814
8.89,0.00695550895923818
8.9,0.0120144536464775
8.91,0.00872108751459609
8.92,0.0296284755033996
8.93,0.0246575525629615
8.94,0.0529847222445842
8.95,0.0051592588523521
8.96,0.0399751951138389
8.97,0.133520776760228
8.98,0.698995695520695
8.99,0.93134647692953
9,0.0520486016728254
9.01,0.931346476929537
9.02,0.698995695520718
9.03,0.133520776760256
9.04,0.0399751951138344
9.05,0.00515925885235837
9.06,0.0529847222445735
9.07,0.0246575525629501
9.08,0.0296284755033954
9.09,0.0087210875145943
9.1,0.0120144536464768
9.11,0.00695550895923467
9.12,0.011251702647685
9.13,0.00936839702913636
9.14,0.0057250781293455
9.15,0.00764496740248273
9.16,0.00269525506397534
9.17,0.00456456668946727
9.18,0.00838955599347256
9.19,0.00451988683006246
9.2,0.00295172362630675
9.21,0.00025892992487538
9.22,0.00191805589552297
9.23,0.00581288820697768
9.24,0.00135056917023913
9.25,0.0136383241376642
9.26,0.00121941922936832
9.27,0.0122263404100389
9.28,0.000149898062138767
9.29,0.00184341451825016
9.3,0.00235957522257181
9.31,0.000387544815050997
9.32,0.00484956600608593
9.33,0.000196104662198052
9.34,0.000325425456202071
9.35,0.0100144772161803
9.36,0.00338351574932381
9.37,0.0153911703360346
9.38,0.0018108917983958
9.39,0.010053832009284
9.4,0.000445490866250965
9.41,0.00745781446203555
9.42,0.00364886687755101
9.43,0.00166119390846645
9.44,0.0012806982037188
9.45,0.0256949808862416
9.46,0.017296081692817
9.47,0.00770190469862211
9.48,0.0161948147504441
9.49,0.00169042406702526
9.5,0.0110196329529363
9.51,0.00169042406702444
9.52,0.0161948147504393
9.53,0.00770190469862666
9.54,0.0172960816928133
9.55,0.0256949808862383
9.56,0.00128069820371922
9.57,0.00166119390846622
9.58,0.00364886687754804
9.59,0.00745781446202923
9.6,0.000445490866249748
9.61,0.0100538320092863
9.62,0.00181089179839376
9.63,0.0153911703360442
9.64,0.00338351574932346
9.65,0.0100144772161737
9.66,0.000325425456203621
9.67,0.000196104662197744
9.68,0.0048495660060899
9.69,0.000387544815050059
9.7,0.00235957522257317
9.71,0.00184341451824723
9.72,0.000149898062138151
9.73,0.012226340410042
9.74,0.00121941922936806
9.75,0.0136383241376694
9.76,0.00135056917024197
9.77,0.0058128882069785
9.78,0.00191805589552329
9.79,0.000258929924875783
9.8,0.00295172362630621
9.81,0.00451988683005827
9.82,0.00838955599347144
9.83,0.00456456668946515
9.84,0.00269525506397481
9.85,0.00764496740248532
9.86,0.00572507812934786
9.87,0.00936839702913365
9.88,0.0112517026476794
9.89,0.00695550895923387
9.9,0.0120144536464696
9.91,0.00872108751459558
9.92,0.029628475503397
9.93,0.0246575525629582
9.94,0.0529847222445811
9.95,0.00515925885234979
9.96,0.0399751951138345
9.97,0.13352077676025
9.98,0.698995695520681
9.99,0.931346476929535
10,0.109148213068967
